FileExt,File,ID,Code,Year,i,Parashat,Date,Title,Moment,Shabbat,Occasion
5771-304a-1.m4a,5771-304a-1,5771304a1,304a,5771,1,Tazria,2011-04-02,As The World Turns,,,In memory of Reuven Elefant z'l
5771-304b-1.m4a,5771-304b-1,5771304b1,304b,5771,1,Metzora,2011-04-09,The Devil Inside,,,
5771-305a-1.m4a,5771-305a-1,5771305a1,305a,5771,1,Achrei Mot,2011-04-16,Kitniyot,,Hagadol,
5771-305b-1.m4a,5771-305b-1,5771305b1,305b,5771,1,Kedoshim,2011-04-30,The Forty Days of Musa Dagh,,,Yom haShoah
5771-306-1.m4a,5771-306-1,57713061,306,5771,1,Emor,2011-05-07,It's All Good,,,Yom haAtzmaut
5771-307a-1.m4a,5771-307a-1,5771307a1,307a,5771,1,Behar,2011-05-14,The Graduate,,,
5771-307b-1.m4a,5771-307b-1,5771307b1,307b,5771,1,Bechukotai,2011-05-21,Apocalypse Now,,,
5771-401-1.m4a,5771-401-1,57714011,401,5771,1,Bamidbar,2011-05-28,Not Numbers,,,
5771-402-1.m4a,5771-402-1,57714021,402,5771,1,Nasso,2011-06-04,Yom Hameyuchas,,,
5771-403-1.m4a,5771-403-1,57714031,403,5771,1,Beha'alotcha,2011-06-11,Three Steps,,,
5771-404-1.m4a,5771-404-1,57714041,404,5771,1,Sh'lach,2011-06-18,Pro Choice,,,
5771-405-1.m4a,5771-405-1,57714051,405,5771,1,Korach,2011-06-25,Bottomless Pit,,,
5771-406a-1.m4a,5771-406a-1,5771406a1,406a,5771,1,Chukat,2011-07-02,Tootsie Pop,,,
5771-406b-1.m4a,5771-406b-1,5771406b1,406b,5771,1,Balak,2011-07-09,One Word,,,
5771-407-1.m4a,5771-407-1,57714071,407,5771,1,Pinchas,2011-07-16,Car Salesman,,,"Marriages of Robin Todes and Ari Gilbert, and Naomi Zwillenberg and Josh Aronowitz"
5771-408a-1.m4a,5771-408a-1,5771408a1,408a,5771,1,Matot,2011-07-23,Subjectification,,,
5771-408b-1.m4a,5771-408b-1,5771408b1,408b,5771,1,Masei,2011-07-30,Death Penalty,,,
5771-501-1.m4a,5771-501-1,57715011,501,5771,1,Devarim,2011-08-06,Feels Like The First Time,,,Baby naming of Orly Edith Kornfield
5771-502-1.m4a,5771-502-1,57715021,502,5771,1,Vaetchanan,2011-08-13,It's OK,,,
5771-503-1.m4a,5771-503-1,57715031,503,5771,1,Eikev,2011-08-20,Gratitude Attitude,,,
5771-504-1.m4a,5771-504-1,57715041,504,5771,1,Re'eh,2011-08-27,Buying Fish Without Kosher Certification,,,
5771-505-1.m4a,5771-505-1,57715051,505,5771,1,Shoftim,2011-09-03,Baby Girls ,,,
5771-506-1.m4a,5771-506-1,57715061,506,5771,1,Ki Teitzei,2011-09-10,Long Term Desire,,,
5771-507-1.m4a,5771-507-1,57715071,507,5771,1,Ki Tavo,2011-09-17,Moment of Silence,,,
5771-508-1.m4a,5771-508-1,57715081,508,5771,1,Nitzavim-Vayeilech,2011-09-24,Real or Memorex,,,Baby naming of Melila Eva Knepler-Pearl
5771-509-1.m4a,5771-509-1,57715091,509,5771,1,Ha'Azinu,2011-10-01,Ol' Reliable,,,
5772-001-1.m4a,5772-001-1,57720011,001,5772,1,Rosh Hashanah,2011-09-29,Self Creation ,First day,,
5772-001-2.m4a,5772-001-2,57720012,001,5772,2,Rosh Hashanah,2011-09-30,Ram Tough,Second day,,
5772-002-1.m4a,5772-002-1,57720021,002,5772,1,Yom Kippur,2011-10-08,Do It For The Kippur,Kol Nidre,,
5772-002-2.m4a,5772-002-2,57720022,002,5772,2,Yom Kippur,2011-10-08,G-d's Children,Shacharit,,
5772-002-3.m4a,5772-002-3,57720023,002,5772,3,Yom Kippur,2011-10-08,Hasidic Tale,Ne’ila,,
5772-011-1.m4a,5772-011-1,57720111,011,5772,1,Sukkot,2011-10-13,Resist Peer Pressure,First day,,
5772-011-2.m4a,5772-011-2,57720112,011,5772,2,Sukkot,2011-10-14,Automatic Intent,Second day,,
5772-011-3.m4a,5772-011-3,57720113,011,5772,3,Sukkot,2011-10-15,Physical,Shabbat Chol haMoed,,
5772-012-1.m4a,5772-012-1,57720121,012,5772,1,Shmini Atzeret,2011-10-20,Gilad and Freedom,,,
5772-021-1.m4a,5772-021-1,57720211,021,5772,1,Pesach,2012-04-07,Why,First day,,
5772-021-2.m4a,5772-021-2,57720212,021,5772,2,Pesach,2012-04-08,You Just Don't Understand ,Second day,,
5772-031-1.m4a,5772-031-1,57720311,031,5772,1,Shavuot,2012-05-27,Every Day Is Torah Day,,,
5772-101-1.m4a,5772-101-1,57721011,101,5772,1,Bereshit,2011-10-22,From My Head To My Heart,,,
5772-102-1.m4a,5772-102-1,57721021,102,5772,1,Noach,2011-10-29,Pray for Me,,,
5772-103-1.m4a,5772-103-1,57721031,103,5772,1,Lech-Lecha,2011-11-05,This Is My G-d,,,
5772-104-1.m4a,5772-104-1,57721041,104,5772,1,Vayera,2011-11-12,Two Giants,,,In memory of HaRav Nosson Tzvi Finkel z’l and HaRav Dov Schwartzman z'l
5772-105-1.m4a,5772-105-1,57721051,105,5772,1,Chayei Sara,2011-11-19,Camel Kindness,,,
5772-106-1.m4a,5772-106-1,57721061,106,5772,1,Toldot,2011-11-26,Born in the USA,,,
5772-107-1.m4a,5772-107-1,57721071,107,5772,1,Vayetzei,2011-12-03,Jewish Tithing,,,
5772-108-1.m4a,5772-108-1,57721081,108,5772,1,Vayishlach,2011-12-10,Fight,,,
5772-109-1.m4a,5772-109-1,57721091,109,5772,1,Vayeshev,2011-12-17,Joseph and Greece,,,
5772-111-1.m4a,5772-111-1,57721111,111,5772,1,Vayigash,2011-12-31,Tebowing,,,
5772-112-1.m4a,5772-112-1,57721121,112,5772,1,Vayechi,2012-01-07,The End,,,
5772-201-1.m4a,5772-201-1,57722011,201,5772,1,Shemot,2012-01-14,Fantasy Football,,,Alex Hochster’s Shabbat Kallah
5772-202-1.m4a,5772-202-1,57722021,202,5772,1,Vaera,2012-01-21,Lightbulb,,,
5772-203-1.m4a,5772-203-1,57722031,203,5772,1,Bo,2012-01-28,It's Alive,,,In memory of Rebbetzin Chana Weinberg z'l
5772-203-2.m4a,5772-203-2,57722032,203,5772,2,Bo,2012-01-28,The Link,,,In memory of Rebbetzin Chana Weinberg z'l
5772-204-1.m4a,5772-204-1,57722041,204,5772,1,Beshalach,2012-02-04,LTR,,,
5772-205-1.m4a,5772-205-1,57722051,205,5772,1,Yitro,2012-02-11,Be Normal,,,
5772-206-1.m4a,5772-206-1,57722061,206,5772,1,Mishpatim,2012-02-18,We Are the World,,,
5772-207-1.m4a,5772-207-1,57722071,207,5772,1,Terumah,2012-02-25,Givers,,,Upcoming marriage of Yah-el Har-el and Andrés Catalán
5772-208-1.m4a,5772-208-1,57722081,208,5772,1,Tetzaveh,2012-03-03,Memento,,Zachor,
5772-210-1.m4a,5772-210-1,57722101,210,5772,1,Vayakhel-Pekudei,2012-03-17,Action!,,Parah,
5772-301-1.m4a,5772-301-1,57723011,301,5772,1,Vayikra,2012-03-24,Waiting for Toulouse,,Hachodesh,
5772-302-1.m4a,5772-302-1,57723021,302,5772,1,Tzav,2012-03-31,Quinoa,,Hagadol,
5772-303-1.m4a,5772-303-1,57723031,303,5772,1,Shmini,2012-04-21,Never Forget,,,Yom haShoah
5772-304-1.m4a,5772-304-1,57723041,304,5772,1,Tazria-Metzora,2012-04-28,Cheer Up,,,Yom haAtzmaut
5772-306-1.m4a,5772-306-1,57723061,306,5772,1,Emor,2012-05-12,Depressing Rabbis,,,
5772-307-1.m4a,5772-307-1,57723071,307,5772,1,Behar-Bechukotai,2012-05-19,Clive Lawton Intro,,,
5772-401-1.m4a,5772-401-1,57724011,401,5772,1,Bamidbar,2012-05-26,In My Soul,,,Farewell to Risa Small & Josh Wolf
5772-402-1.m4a,5772-402-1,57724021,402,5772,1,Nasso,2012-06-02,Higher,,,Jimmy Costello’s Aufruf
5772-403-1.m4a,5772-403-1,57724031,403,5772,1,Beha'alotcha,2012-06-09,Foundation,,,
5772-404-1.m4a,5772-404-1,57724041,404,5772,1,Sh'lach,2012-06-16,Optional,,,
5772-405-1.m4a,5772-405-1,57724051,405,5772,1,Korach,2012-06-23,One Family,,,
5772-406a-1.m4a,5772-406a-1,5772406a1,406a,5772,1,Chukat,2012-06-30,We're All Gonna Die,,,Farewell to Beccah Taber
5772-406b-1.m4a,5772-406b-1,5772406b1,406b,5772,1,Balak,2012-07-07,Start Me Up,,,
5772-408-1.m4a,5772-408-1,57724081,408,5772,1,Matot-Masei,2012-07-21,Stronger,,,
5772-501-1.m4a,5772-501-1,57725011,501,5772,1,Devarim,2012-07-28,Munich,,,
5772-502-1.m4a,5772-502-1,57725021,502,5772,1,Vaetchanan,2012-08-04,Call Me Maybe,,,
5772-503-1.m4a,5772-503-1,57725031,503,5772,1,Eikev,2012-08-11,Heel,,,
5772-504-1.m4a,5772-504-1,57725041,504,5772,1,Re'eh,2012-08-18,Waiting between Meat and Dairy,,,Farewell to the Goldbergs
5772-505-1.m4a,5772-505-1,57725051,505,5772,1,Shoftim,2012-08-25,Meant To Be Broken,,,
5772-506-1.m4a,5772-506-1,57725061,506,5772,1,Ki Teitzei,2012-09-01,LevelUp,,,
5772-507-1.m4a,5772-507-1,57725071,507,5772,1,Ki Tavo,2012-09-08,Pascal's Gambit,,,Baby naming of Chana Harris
5772-508a-1.m4a,5772-508a-1,5772508a1,508a,5772,1,Nitzavim,2012-09-15,Today,,,In memory of Mark Pinson z’l
5772-508b-1.m4a,5772-508b-1,5772508b1,508b,5772,1,Vayeilech,2012-09-22,Negative Definition,,,Engagement kiddush of Bill Moritz and Donna Cohen
5773-001-1.m4a,5773-001-1,57730011,001,5773,1,Rosh Hashanah,2012-09-17,Laugh,First day,,
5773-001-2.m4a,5773-001-2,57730012,001,5773,2,Rosh Hashanah,2012-09-18,Pray For God,Second day,,
5773-002-1.m4a,5773-002-1,57730021,002,5773,1,Yom Kippur,2012-09-26,Real,Kol Nidre,,
5773-002-2.m4a,5773-002-2,57730022,002,5773,2,Yom Kippur,2012-09-26,Wholistic,Shacharit,,
5773-002-3.m4a,5773-002-3,57730023,002,5773,3,Yom Kippur,2012-09-26,Bound,Ne’ila,,
5773-011-1.m4a,5773-011-1,57730111,011,5773,1,Sukkot,2012-10-01,Shadow Service,First day,,
5773-011-2.m4a,5773-011-2,57730112,011,5773,2,Sukkot,2012-10-02,Inside Out,Second day,,
5773-021-1.m4a,5773-021-1,57730211,021,5773,1,Pesach,2013-03-26,Cynical,First day,,
5773-021-2.m4a,5773-021-2,57730212,021,5773,2,Pesach,2013-03-27,Tomorrow ,Second day,,
5773-101-1.m4a,5773-101-1,57731011,101,5773,1,Bereshit,2012-10-13,Bless Yourself,,,
5773-102-1.m4a,5773-102-1,57731021,102,5773,1,Noach,2012-10-20,Husbandry,,,
5773-103-1.m4a,5773-103-1,57731031,103,5773,1,Lech-Lecha,2012-10-27,Selfhood,,,
5773-104-1.m4a,5773-104-1,57731041,104,5773,1,Vayera,2012-11-03,Perspective,,,
5773-105-1.m4a,5773-105-1,57731051,105,5773,1,Chayei Sara,2012-11-10,Burial,,,
5773-106-1.m4a,5773-106-1,57731061,106,5773,1,Toldot,2012-11-17,We Are Family,,,
5773-107-1.m4a,5773-107-1,57731071,107,5773,1,Vayetzei,2012-11-24,Thanks,,,
5773-108-1.m4a,5773-108-1,57731081,108,5773,1,Vayishlach,2012-12-01,Synthesizer,,,
5773-110-1.m4a,5773-110-1,57731101,110,5773,1,Miketz,2012-12-15,Dedicated to Newtown,,,
5773-111-1.m4a,5773-111-1,57731111,111,5773,1,Vayigash,2012-12-22,Messianic Path,,,
5773-112-1.m4a,5773-112-1,57731121,112,5773,1,Vayechi,2012-12-29,White Christmas,,,
5773-201-1.m4a,5773-201-1,57732011,201,5773,1,Shemot,2013-01-05,Massive,,,
5773-202-1.m4a,5773-202-1,57732021,202,5773,1,Vaera,2013-01-12,Fun God,,,
5773-203-1.m4a,5773-203-1,57732031,203,5773,1,Bo,2013-01-19,Lincoln,,,
5773-204-1.m4a,5773-204-1,57732041,204,5773,1,Beshalach,2013-01-26,"The Future's So Bright, I Gotta Wear Shades",,,Chumash Presentation to Gavriela and Eitan 
5773-205-1.m4a,5773-205-1,57732051,205,5773,1,Yitro,2013-02-02,Intelligent Emotion,,,
5773-206-1.m4a,5773-206-1,57732061,206,5773,1,Mishpatim,2013-02-09,Push Your Blanket,,,
5773-207-1.m4a,5773-207-1,57732071,207,5773,1,Terumah,2013-02-16,You Ain't Seen Nothing Yet,,,
5773-208-1.m4a,5773-208-1,57732081,208,5773,1,Tetzaveh,2013-02-23,Moments,,Zachor,Eli Block’s Bar Mitzvah
5773-209-1.m4a,5773-209-1,57732091,209,5773,1,Ki Tisa,2013-03-02,The Real Thing,,Parah,
5773-210-1.m4a,5773-210-1,57732101,210,5773,1,Vayakhel-Pekudei,2013-03-09,Balance,,Hachodesh,Bill Moritz’s Aufruf
5773-301-1.m4a,5773-301-1,57733011,301,5773,1,Vayikra,2013-03-16,Mekor Gone Wild,,,
5773-302-1.m4a,5773-302-1,57733021,302,5773,1,Tzav,2013-03-23,Kashering Countertops,,,
5773-303-1.m4a,5773-303-1,57733031,303,5773,1,Shmini,2013-04-06,Examining Vegetables for Insects,,,
5773-304-1.m4a,5773-304-1,57733041,304,5773,1,Tazria-Metzora,2013-04-13,Good Eye,,,
5773-305-1.m4a,5773-305-1,57733051,305,5773,1,Achrei Mot-Kedoshim,2013-04-20,Strange Fire in Boston ,,,Farewell to Dalia Levine
5773-306-1.m4a,5773-306-1,57733061,306,5773,1,Emor,2013-04-27,Personal Connection,,,
5773-307-1.m4a,5773-307-1,57733071,307,5773,1,Behar-Bechukotai,2013-05-04,Musketeers,,,
5773-401-1.m4a,5773-401-1,57734011,401,5773,1,Bamidbar,2013-05-11,Graduation,,,
5773-404-1.m4a,5773-404-1,57734041,404,5773,1,Sh'lach,2013-06-01,Terrible Twos,,,
5773-406a-1.m4a,5773-406a-1,5773406a1,406a,5773,1,Chukat,2013-06-15,Super Death,,,"Farewell to the Whitmans, Elefants and Estreichers"
5773-406b-1.m4a,5773-406b-1,5773406b1,406b,5773,1,Balak,2013-06-22,Don't Straddle The Fence,,,
5773-407-1.m4a,5773-407-1,57734071,407,5773,1,Pinchas,2013-06-29,Over Zealous,,,Farewell to Ayla and Evan
5773-408-1.m4a,5773-408-1,57734081,408,5773,1,Matot-Masei,2013-07-06,Reminisce,,,
5773-501-1.m4a,5773-501-1,57735011,501,5773,1,Devarim,2013-07-13,Free Hate,,,
5773-502-1.m4a,5773-502-1,57735021,502,5773,1,Vaetchanan,2013-07-20,Rest Assured,,,
5773-503-1.m4a,5773-503-1,57735031,503,5773,1,Eikev,2013-07-27,Pat Haba'ah Bikisnin,,,
5773-504-1.m4a,5773-504-1,57735041,504,5773,1,Re'eh,2013-08-03,Gelatine,,,
5773-505-1.m4a,5773-505-1,57735051,505,5773,1,Shoftim,2013-08-10,Flash,,,
5773-506-1.m4a,5773-506-1,57735061,506,5773,1,Ki Teitzei,2013-08-17,Not What But Why,,,
5773-507-1.m4a,5773-507-1,57735071,507,5773,1,Ki Tavo,2013-08-24,Smile!,,,Farewell to the Klugers
5773-508-1.m4a,5773-508-1,57735081,508,5773,1,Nitzavim-Vayeilech,2013-08-31,The Day,,,
5773-509-1.m4a,5773-509-1,57735091,509,5773,1,Ha'Azinu,2013-09-07,The Godfather,,,
5774-001-1.m4a,5774-001-1,57740011,001,5774,1,Rosh Hashanah,2013-09-05,The Way to Produce a Person,First day,,
5774-001-2.m4a,5774-001-2,57740012,001,5774,2,Rosh Hashanah,2013-09-06,Atheism Has Failed,Second day,,
5774-002-1.m4a,5774-002-1,57740021,002,5774,1,Yom Kippur,2013-09-14,Jobbik,Kol Nidre,,
5774-002-2.m4a,5774-002-2,57740022,002,5774,2,Yom Kippur,2013-09-14,Tethered,Shacharit,,
5774-002-3.m4a,5774-002-3,57740023,002,5774,3,Yom Kippur,2013-09-14,Five Years Old,Ne’ila,,
5774-011-1.m4a,5774-011-1,57740111,011,5774,1,Sukkot,2013-09-19,His Sukkah,First days,,
5774-011-2.m4a,5774-011-2,57740112,011,5774,2,Sukkot,2013-09-20,Grow and Behold,Shabbat Chol haMoed,,
5774-012-1.m4a,5774-012-1,57740121,012,5774,1,Shmini Atzeret,2013-09-26,Minus,,,
5774-021-1.m4a,5774-021-1,57740211,021,5774,1,Pesach,2014-04-15,Song Of Songs,Shabbat Chol haMoed,,
5774-031-1.m4a,5774-031-1,57740311,031,5774,1,Shavuot,2014-06-04,Unplanned ,,,
5774-101-1.m4a,5774-101-1,57741011,101,5774,1,Bereshit,2013-09-28,The Adversity Hypothesis,,,
5774-102-1.m4a,5774-102-1,57741021,102,5774,1,Noach,2013-10-05,Meow,,,
5774-103-1.m4a,5774-103-1,57741031,103,5774,1,Lech-Lecha,2013-10-12,God Without Makeup,,,
5774-104-1.m4a,5774-104-1,57741041,104,5774,1,Vayera,2013-10-19,We Exist,,,Sandy and Jack Jacobowitz's 58th Anniversary
5774-105-1.m4a,5774-105-1,57741051,105,5774,1,Chayei Sara,2013-10-26,Dissed,,,
5774-106-1.m4a,5774-106-1,57741061,106,5774,1,Toldot,2013-11-02,Secular,,,
5774-107-1.m4a,5774-107-1,57741071,107,5774,1,Vayetzei,2013-11-09,Dust,,,
5774-108-1.m4a,5774-108-1,57741081,108,5774,1,Vayishlach,2013-11-16,Be Afraid,,,
5774-109-1.m4a,5774-109-1,57741091,109,5774,1,Vayeshev,2013-11-23,Love and Attachment,,,
5774-110-1.m4a,5774-110-1,57741101,110,5774,1,Miketz,2013-11-30,Firework,,,Chanukah
5774-205-1.m4a,5774-205-1,57742051,205,5774,1,Yitro,2014-01-18,Not Good,,,Marriage of Molly Sinderbrand and Jon Gerstenhaber
5774-206-1.m4a,5774-206-1,57742061,206,5774,1,Mishpatim,2014-01-25,Fast Company,,,
5774-209-1.m4a,5774-209-1,57742091,209,5774,1,Ki Tisa,2014-02-15,Shirley Temple ztl,,,
5774-210a-1.m4a,5774-210a-1,5774210a1,210a,5774,1,Vayakhel,2014-02-22,Informing Others When The Eruv Goes Down on Shabbat,,,Engagement of Sara Landman and David Turoff
5774-210b-1.m4a,5774-210b-1,5774210b1,210b,5774,1,Pekudei,2014-03-01,Marit Ayin,,,
5774-301-1.m4a,5774-301-1,57743011,301,5774,1,Vayikra,2014-03-08,Party All The Time,,,
5774-302-1.m4a,5774-302-1,57743021,302,5774,1,Tzav,2014-03-15,Maiyet,,,
5774-303-1.m4a,5774-303-1,57743031,303,5774,1,Shmini,2014-03-22,Halachot of Ovens,,,
5774-304a-1.m4a,5774-304a-1,5774304a1,304a,5774,1,Tazria,2014-03-29,Torah Humanism,,,
5774-304b-1.m4a,5774-304b-1,5774304b1,304b,5774,1,Metzora,2014-04-05,Super Rabbi,,,Baby naming of Adel Raya Epstein Kriger
5774-305a-1.m4a,5774-305a-1,5774305a1,305a,5774,1,Achrei Mot,2014-04-12,"Vitamins, Medications and Cosmetics on Pesach",,Hagadol,
5774-305b-1.m4a,5774-305b-1,5774305b1,305b,5774,1,Kedoshim,2014-04-26,Rocky Balboa,,,Yom haShoah
5774-306-1.m4a,5774-306-1,57743061,306,5774,1,Emor,2014-05-03,I Go to Extremes ,,,Yom haAtzmaut
5774-307a-1.m4a,5774-307a-1,5774307a1,307a,5774,1,Behar,2014-05-10,Faith & Faith ,,,
5774-401-1.m4a,5774-401-1,57744011,401,5774,1,Bamidbar,2014-05-24,Attention,,,Farewell to Avi Zini
5774-402-1.m4a,5774-402-1,57744021,402,5774,1,Nasso,2014-05-31,Beshert,,,
5774-403-1.m4a,5774-403-1,57744031,403,5774,1,Beha'alotcha,2014-06-07,Running from School,,,"Graduation of Aaron, Avigail and Gavi"
5774-404-1.m4a,5774-404-1,57744041,404,5774,1,Sh'lach,2014-06-14,Father's Day ,,,
5774-405-1.m4a,5774-405-1,57744051,405,5774,1,Korach,2014-06-21,Earth and Fire,,,"Farewell to Meryl Kahan, and Donna and Bill Moritz"
5774-406a-1.m4a,5774-406a-1,5774406a1,406a,5774,1,Chukat,2014-06-28,Idiots Guide To Time Management ,,,
5774-407-1.m4a,5774-407-1,57744071,407,5774,1,Pinchas,2014-07-12,Self Revealing,,,
5774-408a-1.m4a,5774-408a-1,5774408a1,408a,5774,1,Matot,2014-07-19,Commit for War,,,
5774-408b-1.m4a,5774-408b-1,5774408b1,408b,5774,1,Masei,2014-07-26,Leo,,,
5774-501-1.m4a,5774-501-1,57745011,501,5774,1,Devarim,2014-08-02,Criticism,,,
5774-502-1.m4a,5774-502-1,57745021,502,5774,1,Vaetchanan,2014-08-09,Normal,,,
5774-503-1.m4a,5774-503-1,57745031,503,5774,1,Eikev,2014-08-16,Rude,,,In memory of Robin Williams z’l
5774-504-1.m4a,5774-504-1,57745041,504,5774,1,Re'eh,2014-08-23,Kashrut of Packaged Foods P1 Ingredient Lists,,,
5774-505-1.m4a,5774-505-1,57745051,505,5774,1,Shoftim,2014-08-30,Cold Case,,,Farewell to Alex Prombaum
5774-506-1.m4a,5774-506-1,57745061,506,5774,1,Ki Teitzei,2014-09-06,Key,,,In memory of Joan Rivers z’l
5774-507-1.m4a,5774-507-1,57745071,507,5774,1,Ki Tavo,2014-09-13,Happy,,,Marriage of Laura Liss and Toby Gershon
5774-508-1.m4a,5774-508-1,57745081,508,5774,1,Nitzavim-Vayeilech,2014-09-20,Happily Ever After,,,
5774-509-1.m4a,5774-509-1,57745091,509,5774,1,Ha'Azinu,2014-09-27,No Chance,,Shuvah,
5775-001-1.m4a,5775-001-1,57750011,001,5775,1,Rosh Hashanah,2014-09-25,The Devil Went Down To Georgia,First day,,
5775-001-2.m4a,5775-001-2,57750012,001,5775,2,Rosh Hashanah,2014-09-26,Soft,Second day,,
5775-002-1.m4a,5775-002-1,57750021,002,5775,1,Yom Kippur,2014-10-04,Neshomele,Kol Nidre,,
5775-002-2.m4a,5775-002-2,57750022,002,5775,2,Yom Kippur,2014-10-04,Active Choice,Shacharit,,
5775-002-3.m4a,5775-002-3,57750023,002,5775,3,Yom Kippur,2014-10-04,Carpe Diem,Ne’ila,,
5775-011-1.m4a,5775-011-1,57750111,011,5775,1,Sukkot,2014-10-09,Practical Clouds,First day,,Baby naming of Gavriella Adi Cohen
5775-011-2.m4a,5775-011-2,57750112,011,5775,2,Sukkot,2014-10-10,Look Up,Second day,,
5775-021-1.m4a,5775-021-1,57750211,021,5775,1,Pesach,2015-04-04,What's Going On,First day,,
5775-021-2.m4a,5775-021-2,57750212,021,5775,2,Pesach,2015-04-05,Feminine,Second day,,
5775-101-1.m4a,5775-101-1,57751011,101,5775,1,Bereshit,2014-10-18,Nakedness,,,
5775-103-1.m4a,5775-103-1,57751031,103,5775,1,Lech-Lecha,2014-11-01,WIIFM,,,
5775-104-1.m4a,5775-104-1,57751041,104,5775,1,Vayera,2014-11-08,Chipotle,,,
5775-105-1.m4a,5775-105-1,57751051,105,5775,1,Chayei Sara,2014-11-15,Choose Love,,,
5775-107-1.m4a,5775-107-1,57751071,107,5775,1,Vayetzei,2014-11-29,Bill Belichick,,,Thanksgiving
5775-108-1.m4a,5775-108-1,57751081,108,5775,1,Vayishlach,2014-12-06,Good Day,,,
5775-109-1.m4a,5775-109-1,57751091,109,5775,1,Vayeshev,2014-12-13,Naiveté and Cynicism,,,
5775-110-1.m4a,5775-110-1,57751101,110,5775,1,Miketz,2014-12-20,Godiva,,,Chanukah
5775-112-1.m4a,5775-112-1,57751121,112,5775,1,Vayechi,2015-01-03,Snack,,,
5775-201-1.m4a,5775-201-1,57752011,201,5775,1,Shemot,2015-01-10,Catholic School,,,
5775-202-1.m4a,5775-202-1,57752021,202,5775,1,Vaera,2015-01-17,Comfort Zone,,,
5775-205-1.m4a,5775-205-1,57752051,205,5775,1,Yitro,2015-02-07,Lo Tachmod,,,
5775-206-1.m4a,5775-206-1,57752061,206,5775,1,Mishpatim,2015-02-14,First Shekels,,Shekalim,
5775-207-1.m4a,5775-207-1,57752071,207,5775,1,Terumah,2015-02-21,Does The Shul Need a Mezuzah,,,
5775-208-1.m4a,5775-208-1,57752081,208,5775,1,Tetzaveh,2015-02-28,Doubt,,Zachor,
5775-209-1.m4a,5775-209-1,57752091,209,5775,1,Ki Tisa,2015-03-07,Ideal,,,
5775-210-1.m4a,5775-210-1,57752101,210,5775,1,Vayakhel-Pekudei,2015-03-14,Keurig on Shabbat,,Parah,
5775-301-1.m4a,5775-301-1,57753011,301,5775,1,Vayikra,2015-03-21,Not Vegan,,Hachodesh,
5775-302-1.m4a,5775-302-1,57753021,302,5775,1,Tzav,2015-03-28,Chametz in Garbage Can,,Hagadol,
5775-303-1.m4a,5775-303-1,57753031,303,5775,1,Shmini,2015-04-18,The Supermarket Controversy,,,
5775-307-1.m4a,5775-307-1,57753071,307,5775,1,Behar-Bechukotai,2015-05-16,Relational Judaism,,,
5775-401-1.m4a,5775-401-1,57754011,401,5775,1,Bamidbar,2015-05-23,Public Property,,,In memory of Sherri Rosenberg z’l
5775-403-1.m4a,5775-403-1,57754031,403,5775,1,Beha'alotcha,2015-06-06,Tigger' Mom,,,
5775-406b-1.m4a,5775-406b-1,5775406b1,406b,5775,1,Balak,2015-07-04,Celebrating July 4 on 17 Tammuz,,,
5775-407-1.m4a,5775-407-1,57754071,407,5775,1,Pinchas,2015-07-11,Vigilante,,,
5775-507-1.m4a,5775-507-1,57755071,507,5775,1,Ki Tavo,2015-09-05,Smile!,,,
5775-508b-1.m4a,5775-508b-1,5775508b1,508b,5775,1,Vayeilech,2015-09-19,Scream,,Shuvah,
5776-001-1.m4a,5776-001-1,57760011,001,5776,1,Rosh Hashanah,2015-09-14,Aspiration,First day,,
5776-001-2.m4a,5776-001-2,57760012,001,5776,2,Rosh Hashanah,2015-09-15,Choose Alive,Second day,,